Kanalnummer	Impulse	Fit(Impulse)	Fit(Impulse)
Kanal/#	Impulse/#	Impulse/#	Impulse/#

1625	187	158	4
1626	122	154	4
1627	162	151	4
1628	153	148	4
1629	154	145	4
1630	159	142	4
1631	135	139	4
1632	135	136	4
1633	155	133	4
1634	149	131	4
1635	138	128	4
1636	132	125	4
1637	102	122	4
1638	118	120	4
1639	105	117	4
1640	84	114	4
1641	125	112	4
1642	95	109	4
1643	95	107	4
1644	121	104	4
1645	107	102	4
1646	85	100	4
1647	111	97	4
1648	77	95	4
1649	87	93	4
1650	84	91	4
1651	82	89	4
1652	94	87	4
1653	84	85	4
1654	102	83	4
1655	54	81	4
1656	52	79	4
1657	77	77	4
1658	59	75	4
1659	88	73	4
1660	52	71	4
1661	80	70	4
1662	52	68	4
1663	71	66	4
1664	40	65	4
1665	50	63	4
1666	50	62	4
1667	50	60	4
1668	76	59	4
1669	38	58	4
1670	65	56	4
1671	39	55	4
1672	48	54	4
1673	55	52	4
1674	44	51	4
1675	48	50	4
1676	42	49	4
1677	33	48	4
1678	32	47	4
1679	44	46	4
1680	47	45	4
1681	29	44	4
1682	31	43	4
1683	36	42	4
1684	35	41	4
1685	30	40	4
1686	34	39	4
1687	24	38	4
1688	34	38	4
1689	40	37	4
1690	26	36	4
1691	33	35	4
1692	35	35	4
1693	37	34	4
1694	35	33	4
1695	29	33	4
1696	25	32	4
1697	24	32	4
1698	27	31	4
1699	26	30	4
1700	26	30	4
1701	23	29	4
1702	24	29	4
1703	20	29	4
1704	26	28	4
1705	36	28	4
1706	19	27	4
1707	15	27	4
1708	24	26	4
1709	27	26	4
1710	18	26	4
1711	17	25	4
1712	20	25	4
1713	25	25	4
1714	15	24	4
1715	19	24	4
1716	15	24	4
1717	20	24	4
1718	17	23	4
1719	16	23	4
1720	16	23	4
1721	25	23	4
1722	16	22	4
1723	15	22	4
1724	11	22	4
1725	11	22	4
1726	17	22	4
1727	18	22	4
1728	12	21	4
1729	12	21	4
1730	16	21	4
1731	14	21	4
1732	16	21	4
1733	15	21	4
1734	19	21	4
1735	12	20	4
1736	12	20	4
1737	21	20	4
1738	19	20	4
1739	18	20	4
1740	21	20	4
1741	12	20	4
1742	9	20	4
1743	26	20	4
1744	13	20	4
1745	13	19	4
1746	12	19	4
1747	10	19	4
1748	11	19	4
1749	10	19	4
1750	14	19	4
1751	13	19	4
1752	14	19	4
1753	14	19	4
1754	8	19	4
1755	15	19	4
1756	11	19	4
1757	15	19	4
1758	13	19	4
1759	18	19	4
1760	8	19	4
1761	8	19	4
1762	16	19	4
1763	13	19	4
1764	16	19	4
1765	8	19	4
1766	9	19	4
1767	8	19	4
1768	16	19	4
1769	9	18	4
1770	9	18	4
1771	8	18	4
1772	14	18	4
1773	11	18	4
1774	11	18	4
1775	9	18	4
1776	12	18	4
1777	6	18	4
1778	14	18	4
1779	17	18	4
1780	19	18	4
1781	8	18	4
1782	17	18	4
1783	16	18	4
1784	12	18	4
1785	16	18	4
1786	7	18	4
1787	13	18	4
1788	14	18	4
1789	13	18	4
1790	17	18	4
1791	10	18	4
1792	8	18	4
1793	23	18	4
1794	7	18	4
1795	17	18	4
1796	12	18	4
1797	7	18	4
1798	13	18	4
1799	20	18	4
1800	5	18	4
1801	18	18	4
1802	9	18	4
1803	11	18	4
1804	8	18	4
1805	10	18	4
1806	16	18	4
1807	6	18	4
1808	15	18	4
1809	14	18	4
1810	13	18	4
1811	13	18	4
1812	12	18	4
1813	6	18	4
1814	9	18	4
1815	9	18	4
1816	12	18	4
1817	16	18	4
1818	10	18	4
1819	12	18	4
1820	15	18	4
1821	10	18	4
1822	15	18	4
1823	11	18	4
1824	11	18	4
1825	11	18	4
1826	8	18	4
1827	4	18	4
1828	14	18	4
1829	7	18	4
1830	13	18	4
1831	12	18	4
1832	15	18	4
1833	22	18	4
1834	5	18	4
1835	13	18	4
1836	12	18	4
1837	13	18	4
1838	11	18	4
1839	4	18	4
1840	18	18	4
1841	13	18	4
1842	21	18	4
1843	13	18	4
1844	13	18	4
1845	5	18	4
1846	8	18	4
1847	8	18	4
1848	7	18	4
1849	13	18	4
1850	11	18	4
1851	19	18	4
1852	11	18	4
1853	16	18	4
1854	15	18	4
1855	12	18	4
1856	6	18	4
1857	17	18	4
1858	7	18	4
1859	14	18	4
1860	15	18	4
1861	10	18	4
1862	13	18	4
1863	8	18	4
1864	13	18	4
1865	15	18	4
1866	13	18	4
1867	17	18	4
1868	9	18	4
1869	7	18	4
1870	7	18	4
1871	12	18	4
1872	15	18	4
1873	16	18	4
1874	10	18	4
1875	15	18	4
1876	16	18	4
1877	3	18	4
1878	12	18	4
1879	8	18	4
1880	14	18	4
1881	13	18	4
1882	10	18	4
1883	15	18	4
1884	9	18	4
1885	19	18	4
1886	13	18	4
1887	9	18	4
1888	23	18	4
1889	15	18	4
1890	16	18	4
1891	14	18	4
1892	6	18	4
1893	13	18	4
1894	25	18	4
1895	12	18	4
1896	12	18	4
1897	17	18	4
1898	7	18	4
1899	9	18	4
1900	10	18	4
1901	12	18	4
1902	10	18	4
1903	10	18	4
1904	12	18	4
1905	7	18	4
1906	8	18	4
1907	17	18	4
1908	12	18	4
1909	11	18	4
1910	13	18	4
1911	9	18	4
1912	8	18	4
1913	17	18	4
1914	7	18	4
1915	12	18	4
1916	13	18	4
1917	8	18	4
1918	10	18	4
1919	12	18	4
1920	12	18	4
1921	20	18	4
1922	11	18	4
1923	14	18	4
1924	17	18	4
1925	12	18	4
1926	17	18	4
1927	23	18	4
1928	11	18	4
1929	11	18	4
1930	10	18	4
1931	11	18	4
1932	8	18	4
1933	14	18	4
1934	11	18	4
1935	6	18	4
1936	8	18	4
1937	7	18	4
1938	11	18	4
1939	17	18	4
1940	12	18	4
1941	12	18	4
1942	21	18	4
1943	10	18	4
1944	14	18	4
1945	7	18	4
1946	7	18	4
1947	15	18	4
1948	11	18	4
1949	11	18	4
1950	17	18	4
1951	12	18	4
1952	9	18	4
1953	12	18	4
1954	12	18	4
1955	11	18	4
1956	8	18	4
1957	14	18	4
1958	10	18	4
1959	14	18	4
1960	5	18	4
1961	17	18	4
1962	11	18	4
1963	18	18	4
1964	14	18	4
1965	16	18	4
1966	13	18	4
1967	12	18	4
1968	18	18	4
1969	17	18	4
1970	7	18	4
1971	14	18	4
1972	14	18	4
1973	11	18	4
1974	13	18	4
1975	9	18	4
1976	13	18	4
1977	14	18	4
1978	12	18	4
1979	13	18	4
1980	15	18	4
1981	13	18	4
1982	14	18	4
1983	10	18	4
1984	15	18	4
1985	7	18	4
1986	9	18	4
1987	11	18	4
1988	14	18	4
1989	6	18	4
1990	12	18	4
1991	13	18	4
1992	12	18	4
1993	16	18	4
1994	11	18	4
1995	14	18	4
1996	16	18	4
1997	7	18	4
1998	12	18	4
1999	14	18	4
2000	16	18	4
2001	15	18	4
2002	14	18	4
2003	14	18	4
2004	11	18	4
2005	10	18	4
2006	12	18	4
2007	10	18	4
2008	8	18	4
2009	12	18	4
2010	10	18	4
2011	19	18	4
2012	12	18	4
2013	17	18	4
2014	16	18	4
2015	8	18	4
2016	11	18	4
2017	17	18	4
2018	14	18	4
2019	12	18	4
2020	12	18	4
2021	13	18	4
2022	12	18	4
2023	9	18	4
2024	10	18	4
2025	16	18	4
2026	11	18	4
2027	15	18	4
2028	13	18	4
2029	17	18	4
2030	11	18	4
2031	6	18	4
2032	9	18	4
2033	12	18	4
2034	12	18	4
2035	19	18	4
2036	13	18	4
2037	15	18	4
2038	16	18	4
2039	8	18	4
2040	9	18	4
2041	17	18	4
2042	8	18	4
2043	14	18	4
2044	10	18	4
2045	10	18	4
2046	21	18	4
2047	15	18	4
2048	10	18	4
2049	13	18	4
2050	10	18	4
2051	8	18	4
2052	15	18	4
2053	8	18	4
2054	15	18	4
2055	12	18	4
2056	17	18	4
2057	15	18	4
2058	10	18	4
2059	18	18	4
2060	13	18	4
2061	12	18	4
2062	11	18	4
2063	11	18	4
2064	12	18	4
2065	9	18	4
2066	16	18	4
2067	15	18	4
2068	16	18	4
2069	17	18	4
2070	20	18	4
2071	10	18	4
2072	7	18	4
2073	9	18	4
2074	9	18	4
2075	20	18	4
2076	8	18	4
2077	13	18	4
2078	16	18	4
2079	6	18	4
2080	12	18	4
2081	6	18	4
2082	13	18	4
2083	13	18	4
2084	12	18	4
2085	17	18	4
2086	14	18	4
2087	7	18	4
2088	8	18	4
2089	12	18	4
2090	11	18	4
2091	10	18	4
2092	10	18	4
2093	12	18	4
2094	12	18	4
2095	11	18	4
2096	8	18	4
2097	14	18	4
2098	11	18	4
2099	18	18	4
2100	11	18	4
2101	13	18	4
2102	16	18	4
2103	11	18	4
2104	11	18	4
2105	7	18	4
2106	3	18	4
2107	15	18	4
2108	4	18	4
2109	14	18	4
2110	12	18	4
2111	16	18	4
2112	14	18	4
2113	11	18	4
2114	10	18	4
2115	12	18	4
2116	9	18	4
2117	8	18	4
2118	17	18	4
2119	9	18	4
2120	10	18	4
2121	14	18	4
2122	11	18	4
2123	9	18	4
2124	15	18	4
2125	16	18	4
2126	13	18	4
2127	18	18	4
2128	9	18	4
2129	9	18	4
2130	9	18	4
2131	9	18	4
2132	12	18	4
2133	9	18	4
2134	11	18	4
2135	7	18	4
2136	11	18	4
2137	11	18	4
2138	6	18	4
2139	9	18	4
2140	9	18	4
2141	14	18	4
2142	10	18	4
2143	15	18	4
2144	15	18	4
2145	14	18	4
2146	9	18	4
2147	11	18	4
2148	15	18	4
2149	10	18	4
2150	18	18	4
2151	8	18	4
2152	9	18	4
2153	11	18	4
2154	16	18	4
2155	6	18	4
2156	19	18	4
2157	17	18	4
2158	13	18	4
2159	13	18	4
2160	12	18	4
2161	14	18	4
2162	12	18	4
2163	11	18	4
2164	14	18	4
2165	20	18	4
2166	13	18	4
2167	12	18	4
2168	13	18	4
2169	13	18	4
2170	9	18	4
2171	16	18	4
2172	14	18	4
2173	5	18	4
2174	17	18	4
2175	12	18	4
2176	8	18	4
2177	5	18	4
2178	9	18	4
2179	10	18	4
2180	21	18	4
2181	9	18	4
2182	14	18	4
2183	17	18	4
2184	15	18	4
2185	11	18	4
2186	9	18	4
2187	10	18	4
2188	14	18	4
2189	11	18	4
2190	9	18	4
2191	8	18	4
2192	9	18	4
2193	11	18	4
2194	7	18	4
2195	14	18	4
2196	10	18	4
2197	11	18	4
2198	7	18	4
2199	4	18	4
2200	8	18	4
2201	11	18	4
2202	12	18	4
2203	18	18	4
2204	10	18	4
2205	9	18	4
2206	17	18	4
2207	10	18	4
2208	12	18	4
2209	12	18	4
2210	12	18	4
2211	9	18	4
2212	13	18	4
2213	10	18	4
2214	11	18	4
2215	12	18	4
2216	16	18	4
2217	9	18	4
2218	12	18	4
2219	11	18	4
2220	17	18	4
2221	12	18	4
2222	13	18	4
2223	4	18	4
2224	15	18	4
2225	9	18	4
2226	12	18	4
2227	15	18	4
2228	10	18	4
2229	13	18	4
2230	11	18	4
2231	11	18	4
2232	10	18	4
2233	11	18	4
2234	15	18	4
2235	22	18	4
2236	9	18	4
2237	10	18	4
2238	9	18	4
2239	9	18	4
2240	15	18	4
2241	12	18	4
2242	11	18	4
2243	13	18	4
2244	13	18	4
2245	6	18	4
2246	12	18	4
2247	9	18	4
2248	12	18	4
2249	13	18	4
2250	11	18	4
2251	11	18	4
2252	7	18	4
2253	11	18	4
2254	14	18	4
2255	13	18	4
2256	12	18	4
2257	13	18	4
2258	11	18	4
2259	16	18	4
2260	15	18	4
2261	8	18	4
2262	12	18	4
2263	8	18	4
2264	10	18	4
2265	12	18	4
2266	13	18	4
2267	12	18	4
2268	12	18	4
2269	10	18	4
2270	11	18	4
2271	6	18	4
2272	12	18	4
2273	14	18	4
2274	9	18	4
2275	9	18	4
2276	15	18	4
2277	11	18	4
2278	10	18	4
2279	8	18	4
2280	3	18	4
2281	16	18	4
2282	9	18	4
2283	13	18	4
2284	13	18	4
2285	11	18	4
2286	10	18	4
2287	13	18	4
2288	14	18	4
2289	19	18	4
2290	16	18	4
2291	9	18	4
2292	10	18	4
2293	9	18	4
2294	12	18	4
2295	12	18	4
2296	8	18	4
2297	9	18	4
2298	12	18	4
2299	6	18	4
2300	10	18	4
2301	9	18	4
2302	11	18	4
2303	6	18	4
2304	10	18	4
2305	15	18	4
2306	18	18	4
2307	15	18	4
2308	14	18	4
2309	12	18	4
2310	16	18	4
2311	13	18	4
2312	16	18	4
2313	16	18	4
2314	15	18	4
2315	8	18	4
2316	18	18	4
2317	11	18	4
2318	12	18	4
2319	8	18	4
2320	15	18	4
2321	8	18	4
2322	10	18	4
2323	14	18	4
2324	18	18	4
2325	6	18	4
2326	17	18	4
2327	12	18	4
2328	17	18	4
2329	9	18	4
2330	8	18	4
2331	12	18	4
2332	14	18	4
2333	12	18	4
2334	13	18	4
2335	1	18	4
2336	11	18	4
2337	18	18	4
2338	5	18	4
2339	11	18	4
2340	13	18	4
2341	6	18	4
2342	17	18	4
2343	18	18	4
2344	13	18	4
2345	12	18	4
2346	13	18	4
2347	10	18	4
2348	15	18	4
2349	15	18	4
2350	10	18	4
2351	6	18	4
2352	11	18	4
2353	9	18	4
2354	15	18	4
2355	11	18	4
2356	18	18	4
2357	12	18	4
2358	11	18	4
2359	17	18	4
2360	10	18	4
2361	17	18	4
2362	5	18	4
2363	20	18	4
2364	8	18	4
2365	8	18	4
2366	11	18	4
2367	12	18	4
2368	11	18	4
2369	11	18	4
2370	16	18	4
2371	17	18	4
2372	14	18	4
2373	9	18	4
2374	18	18	4
2375	8	18	4
2376	16	18	4
2377	13	18	4
2378	18	18	4
2379	8	18	4
2380	16	18	4
2381	9	18	4
2382	13	18	4
2383	11	18	4
2384	9	18	4
2385	9	18	4
2386	13	18	4
2387	17	18	4
2388	18	18	4
2389	17	18	4
2390	13	18	4
2391	12	18	4
2392	16	18	4
2393	12	18	4
2394	15	18	4
2395	12	18	4
2396	14	18	4
2397	14	18	4
2398	14	18	4
2399	11	18	4
2400	14	18	4
2401	10	18	4
2402	13	18	4
2403	10	18	4
2404	19	18	4
2405	9	18	4
2406	16	18	4
2407	6	18	4
2408	13	18	4
2409	7	18	4
2410	10	18	4
2411	11	18	4
2412	13	18	4
2413	14	18	4
2414	11	18	4
2415	11	18	4
2416	8	18	4
2417	14	18	4
2418	8	18	4
2419	12	18	4
2420	15	18	4
2421	8	18	4
2422	22	18	4
2423	10	18	4
2424	12	18	4
2425	15	18	4
2426	13	18	4
2427	9	18	4
2428	15	18	4
2429	13	18	4
2430	6	18	4
2431	6	18	4
2432	13	18	4
2433	7	18	4
2434	12	18	4
2435	10	18	4
2436	15	18	4
2437	9	18	4
2438	24	18	4
2439	9	18	4
2440	8	18	4
2441	9	18	4
2442	13	18	4
2443	10	18	4
2444	15	18	4
2445	9	18	4
2446	13	18	4
2447	4	18	4
2448	20	18	4
2449	14	18	4
2450	21	18	4
2451	11	18	4
2452	14	18	4
2453	6	18	4
2454	17	18	4
2455	10	18	4
2456	12	18	4
2457	10	18	4
2458	8	18	4
2459	10	18	4
2460	10	18	4
2461	18	18	4
2462	13	18	4
2463	19	18	4
2464	10	18	4
2465	14	18	4
2466	22	18	4
2467	9	18	4
2468	15	18	4
2469	13	18	4
2470	15	18	4
2471	11	18	4
2472	13	18	4
2473	9	18	4
2474	12	18	4
2475	7	18	4
2476	8	18	4
2477	14	18	4
2478	7	18	4
2479	3	18	4
2480	15	18	4
2481	18	18	4
2482	19	18	4
2483	17	18	4
2484	11	18	4
2485	11	18	4
2486	15	18	4
2487	15	18	4
2488	17	18	4
2489	21	18	4
2490	11	18	4
2491	14	18	4
2492	12	18	4
2493	16	18	4
2494	12	18	4
2495	12	18	4
2496	16	18	4
2497	7	18	4
2498	6	18	4
2499	13	18	4
2500	18	18	4
2501	10	18	4
2502	11	18	4
2503	9	18	4
2504	19	18	4
2505	20	18	4
2506	8	18	4
2507	11	18	4
2508	19	18	4
2509	18	18	4
2510	15	18	4
2511	10	18	4
2512	14	18	4
2513	8	18	4
2514	13	18	4
2515	17	18	4
2516	12	18	4
2517	8	18	4
2518	21	18	4
2519	8	18	4
2520	12	18	4
2521	16	18	4
2522	16	18	4
2523	16	18	4
2524	16	18	4
2525	8	18	4
2526	12	18	4
2527	20	18	4
2528	8	18	4
2529	9	18	4
2530	10	18	4
2531	12	18	4
2532	19	18	4
2533	9	18	4
2534	10	18	4
2535	15	18	4
2536	15	18	4
2537	14	18	4
2538	12	18	4
2539	6	18	4
2540	13	18	4
2541	10	18	4
2542	14	18	4
2543	11	18	4
2544	15	18	4
2545	11	18	4
2546	9	18	4
2547	21	18	4
2548	15	18	4
2549	14	18	4
2550	9	18	4
2551	6	18	4
2552	8	18	4
2553	20	18	4
2554	10	18	4
2555	10	18	4
2556	8	18	4
2557	15	18	4
2558	6	18	4
2559	12	18	4
2560	10	18	4
2561	6	18	4
2562	8	18	4
2563	10	18	4
2564	10	18	4
2565	13	18	4
2566	12	18	4
2567	6	18	4
2568	15	18	4
2569	20	18	4
2570	14	18	4
2571	6	18	4
2572	16	18	4
2573	14	18	4
2574	14	18	4
2575	13	18	4
2576	15	18	4
2577	18	18	4
2578	19	18	4
2579	13	18	4
2580	8	18	4
2581	5	18	4
2582	9	18	4
2583	4	18	4
2584	9	18	4
2585	20	18	4
2586	12	18	4
2587	14	18	4
2588	14	18	4
2589	12	18	4
2590	11	18	4
2591	10	18	4
2592	17	18	4
2593	16	18	4
2594	10	18	4
2595	16	18	4
2596	12	18	4
2597	13	18	4
2598	15	18	4
2599	7	18	4
2600	13	18	4
2601	9	18	4
2602	5	18	4
2603	9	18	4
2604	13	18	4
2605	12	18	4
2606	13	18	4
2607	9	18	4
2608	19	18	4
2609	13	18	4
2610	15	18	4
2611	21	18	4
2612	9	18	4
2613	12	18	4
2614	18	18	4
2615	11	18	4
2616	7	18	4
2617	17	18	4
2618	6	18	4
2619	13	18	4
2620	10	18	4
2621	12	18	4
2622	14	18	4
2623	7	18	4
2624	16	18	4
2625	13	18	4
2626	10	18	4
2627	13	18	4
2628	16	18	4
2629	14	18	4
2630	16	18	4
2631	9	18	4
2632	9	18	4
2633	22	18	4
2634	12	18	4
2635	12	18	4
2636	12	18	4
2637	16	18	4
2638	12	18	4
2639	10	18	4
2640	11	18	4
2641	14	18	4
2642	16	18	4
2643	22	18	4
2644	13	18	4
2645	7	18	4
2646	20	18	4
2647	8	18	4
2648	14	18	4
2649	22	18	4
2650	12	18	4
2651	13	18	4
2652	12	18	4
2653	18	18	4
2654	11	18	4
2655	12	18	4
2656	19	18	4
2657	10	18	4
2658	6	18	4
2659	19	18	4
2660	14	18	4
2661	13	18	4
2662	19	18	4
2663	16	18	4
2664	12	18	4
2665	18	18	4
2666	14	18	4
2667	10	18	4
2668	20	18	4
2669	11	18	4
2670	21	18	4
2671	18	18	4
2672	14	18	4
2673	19	18	4
2674	16	18	4
2675	21	18	4
2676	14	18	4
2677	12	18	4
2678	18	18	4
2679	15	18	4
2680	14	18	4
2681	13	18	4
2682	17	18	4
2683	15	18	4
2684	14	18	4
2685	14	18	4
2686	22	18	4
2687	11	18	4
2688	9	18	4
2689	14	18	4
2690	12	18	4
2691	7	18	4
2692	19	18	4
2693	14	18	4
2694	18	18	4
2695	11	18	4
2696	17	18	4
2697	15	18	4
2698	13	18	4
2699	10	18	4
2700	21	18	4
2701	15	18	4
2702	20	18	4
2703	12	18	4
2704	14	18	4
2705	20	18	4
2706	10	18	4
2707	16	18	4
2708	17	18	4
2709	6	18	4
2710	14	18	4
2711	12	18	4
2712	15	18	4
2713	19	18	4
2714	10	18	4
2715	12	18	4
2716	15	18	4
2717	10	18	4
2718	10	18	4
2719	14	18	4
2720	17	18	4
2721	11	18	4
2722	16	18	4
2723	11	18	4
2724	27	18	4
2725	9	18	4
2726	26	18	4
2727	10	18	4
2728	15	18	4
2729	20	18	4
2730	12	18	4
2731	12	18	4
2732	18	18	4
2733	11	18	4
2734	18	18	4
2735	6	18	4
2736	20	18	4
2737	12	18	4
2738	19	18	4
2739	13	18	4
2740	12	18	4
2741	11	18	4
2742	21	18	4
2743	9	18	4
2744	9	18	4
2745	11	18	4
2746	16	18	4
2747	14	18	4
2748	19	18	4
2749	12	18	4
2750	13	18	4
2751	22	18	4
2752	19	18	4
2753	12	18	4
2754	11	18	4
2755	15	18	4
2756	20	18	4
2757	8	18	4
2758	24	18	4
2759	11	18	4
2760	14	18	4
2761	24	18	4
2762	7	18	4
2763	13	18	4
2764	13	18	4
2765	19	18	4
2766	11	18	4
2767	13	18	4
2768	15	18	4
2769	10	18	4
2770	19	18	4
2771	21	18	4
2772	18	18	4
2773	11	18	4
2774	29	18	4
2775	12	18	4
2776	17	18	4
2777	18	18	4
2778	17	18	4
2779	22	18	4
2780	18	18	4
2781	14	18	4
2782	17	18	4
2783	12	18	4
2784	12	18	4
2785	12	18	4
2786	16	18	4
2787	22	18	4
2788	18	18	4
2789	11	18	4
2790	15	18	4
2791	16	18	4
2792	16	18	4
2793	16	18	4
2794	21	18	4
2795	9	18	4
2796	22	18	4
2797	13	18	4
2798	15	18	4
2799	11	18	4
2800	10	18	4
2801	18	18	4
2802	15	18	4
2803	9	18	4
2804	15	18	4
2805	15	18	4
2806	18	18	4
2807	10	18	4
2808	8	18	4
2809	18	18	4
2810	19	18	4
2811	22	18	4
2812	15	18	4
2813	10	18	4
2814	24	18	4
2815	3	18	4
2816	14	18	4
2817	18	18	4
2818	14	18	4
2819	10	18	4
2820	11	18	4
2821	11	18	4
2822	18	18	4
2823	16	18	4
2824	9	18	4
2825	26	18	4
2826	10	18	4
2827	19	18	4
2828	16	18	4
2829	11	18	4
2830	18	18	4
2831	9	18	4
2832	12	18	4
2833	20	18	4
2834	14	18	4
2835	19	18	4
2836	14	18	4
2837	12	18	4
2838	18	18	4
2839	7	18	4
2840	18	18	4
2841	22	18	4
2842	8	18	4
2843	18	18	4
2844	22	18	4
2845	24	18	4
2846	16	18	4
2847	10	18	4
2848	21	18	4
2849	15	18	4
2850	12	18	4
2851	14	18	4
2852	23	18	4
2853	16	18	4
2854	18	18	4
2855	9	18	4
2856	13	18	4
2857	24	18	4
2858	16	18	4
2859	13	18	4
2860	15	18	4
2861	12	18	4
2862	24	18	4
2863	7	18	4
2864	15	18	4
2865	21	18	4
2866	10	18	4
2867	17	18	4
2868	17	18	4
2869	16	18	4
2870	33	18	4
2871	14	18	4
2872	11	18	4
2873	17	18	4
2874	18	18	4
2875	21	18	4
2876	18	18	4
2877	19	18	4
2878	15	18	4
2879	19	18	4
2880	14	18	4
2881	15	18	4
2882	14	18	4
2883	10	18	4
2884	17	18	4
2885	12	18	4
2886	22	18	4
2887	6	18	4
2888	21	18	4
2889	14	18	4
2890	14	18	4
2891	15	18	4
2892	23	18	4
2893	10	18	4
2894	19	18	4
2895	11	18	4
2896	8	18	4
2897	9	18	4
2898	21	18	4
2899	18	18	4
2900	16	18	4
2901	6	18	4
2902	13	18	4
2903	7	18	4
2904	16	18	4
2905	9	18	4
2906	16	18	4
2907	17	18	4
2908	17	18	4
2909	9	18	4
2910	14	18	4
2911	12	18	4
2912	11	18	4
2913	12	18	4
2914	15	18	4
2915	18	18	4
2916	13	18	4
2917	12	18	4
2918	17	18	4
2919	9	18	4
2920	18	18	4
2921	18	18	4
2922	18	18	4
2923	12	18	4
2924	23	18	4
2925	13	18	4
2926	16	18	4
2927	8	18	4
2928	17	18	4
2929	8	18	4
2930	19	18	4
2931	21	18	4
2932	21	18	4
2933	9	18	4
2934	24	18	4
2935	15	18	4
2936	8	18	4
2937	24	18	4
2938	7	18	4
2939	17	18	4
2940	19	18	4
2941	12	18	4
2942	9	18	4
2943	6	18	4
2944	16	18	4
2945	9	18	4
2946	14	18	4
2947	11	18	4
2948	21	18	4
2949	10	18	4
2950	17	18	4
2951	9	18	4
2952	15	18	4
2953	17	18	4
2954	17	18	4
2955	15	18	4
2956	16	18	4
2957	12	18	4
2958	15	18	4
2959	8	18	4
2960	18	18	4
2961	11	18	4
2962	18	18	4
2963	11	18	4
2964	18	18	4
2965	12	18	4
2966	18	18	4
2967	6	18	4
2968	12	18	4
2969	19	18	4
2970	6	18	4
2971	15	18	4
2972	23	18	4
2973	16	18	4
2974	9	18	4
2975	12	18	4
2976	16	18	4
2977	18	18	4
2978	8	18	4
2979	10	18	4
2980	15	18	4
2981	11	18	4
2982	15	18	4
2983	9	18	4
2984	12	18	4
2985	16	18	4
2986	9	18	4
2987	10	18	4
2988	19	18	4
2989	16	18	4
2990	14	18	4
2991	12	18	4
2992	10	18	4
2993	20	18	4
2994	12	18	4
2995	13	18	4
2996	15	18	4
2997	11	18	4
2998	19	18	4
2999	17	18	4
3000	11	18	4
3001	17	18	4
3002	11	18	4
3003	13	18	4
3004	13	18	4
3005	5	18	4
3006	7	18	4
3007	17	18	4
3008	11	18	4
3009	12	18	4
3010	15	18	4
3011	11	18	4
3012	18	18	4
3013	8	18	4
3014	13	18	4
3015	11	18	4
3016	13	18	4
3017	12	18	4
3018	8	18	4
3019	6	18	4
3020	11	18	4
3021	12	18	4
3022	15	18	4
3023	6	18	4
3024	13	18	4
3025	15	18	4
3026	8	18	4
3027	19	18	4
3028	13	18	4
3029	7	18	4
3030	9	18	4
3031	9	18	4
3032	13	18	4
3033	11	18	4
3034	6	18	4
3035	12	18	4
3036	13	18	4
3037	15	18	4
3038	7	18	4
3039	14	18	4
3040	11	18	4
3041	3	18	4
3042	20	18	4
3043	10	18	4
3044	7	18	4
3045	7	18	4
3046	6	18	4
3047	10	18	4
3048	12	18	4
3049	15	18	4
3050	12	18	4
3051	12	18	4
3052	16	18	4
3053	12	18	4
3054	11	18	4
3055	10	18	4
3056	6	18	4
3057	9	18	4
3058	10	18	4
3059	5	18	4
3060	6	18	4
3061	3	18	4
3062	13	18	4
3063	4	18	4
3064	10	18	4
3065	8	18	4
3066	5	18	4
3067	5	18	4
3068	6	18	4
3069	10	18	4
3070	6	18	4
3071	4	18	4
3072	12	18	4
3073	4	18	4
3074	9	18	4
3075	10	18	4
3076	9	18	4
3077	14	18	4
3078	12	18	4
3079	8	18	4
3080	14	18	4
3081	3	18	4
3082	6	18	4
3083	5	18	4
3084	10	18	4
3085	4	18	4
3086	8	18	4
3087	5	18	4
3088	9	18	4
3089	11	18	4
3090	5	18	4
3091	12	18	4
3092	4	18	4
3093	4	18	4
3094	11	18	4
3095	5	18	4
3096	1	18	4
3097	8	18	4
3098	5	18	4
3099	11	18	4
3100	6	18	4
3101	9	18	4
3102	10	18	4
3103	7	18	4
3104	7	18	4
3105	9	18	4
3106	3	18	4
3107	5	18	4
3108	10	18	4
3109	8	18	4
3110	8	18	4
3111	6	18	4
3112	9	18	4
3113	11	18	4
3114	6	18	4
3115	5	18	4
3116	10	18	4
3117	9	18	4
3118	6	18	4
3119	5	18	4
3120	5	18	4
3121	4	18	4
3122	6	18	4
3123	13	18	4
3124	4	18	4
3125	6	18	4
3126	11	18	4
3127	8	18	4
3128	5	18	4
3129	8	18	4
3130	5	18	4
3131	5	18	4
3132	5	18	4
3133	3	18	4
3134	3	18	4
3135	5	18	4
3136	6	18	4
3137	3	18	4
3138	9	18	4
3139	3	18	4
3140	7	18	4
3141	7	18	4
3142	5	18	4
3143	2	18	4
3144	6	18	4
3145	5	18	4
3146	2	18	4
3147	1	18	4
3148	6	18	4
3149	4	18	4
3150	7	18	4
3151	6	18	4
3152	2	18	4
3153	6	18	4
3154	5	18	4
3155	4	18	4
3156	1	18	4
3157	1	18	4
3158	8	18	4
3159	6	18	4
3160	4	18	4
3161	2	18	4
3162	4	18	4
3163	6	18	4
3164	4	18	4
3165	10	18	4
3166	8	18	4
3167	2	18	4
3168	7	18	4
3169	6	18	4
3170	8	18	4
3171	5	18	4
3172	4	18	4
